Crop Name,Year,Season,State,Area (Ha),Production (Tonnes),Inflation Rate (%),Production Cost (Per Tonne),Market Price (per Tonne),Supply (Tonnes),Demand (Tonnes),Import Volume (tonnes),Export Volume (tonnes),Interest Rate (%),Yield,Profit Margin (%),Category
Sweet potato,2016,Whole Year ,Goa,180064.24,210161.24,7.56,21917.97,73067.92,54492.42,35838.08,77253.91,79933.78,13.81,1.17,30,retail
Arecanut,2016,Whole Year ,Karnataka,36643.33,490164.27,2.81,52793.72,42613.2,55921.72,16022.91,41656.02,128028.66,9.18,13.38,111.5,direct
Arhar/Tur,2016,Kharif     ,Karnataka,117982.63,51760.33,1.66,38947.02,65959.45,63478.06,60614.22,51629.42,38164.31,9.6,0.44,59.05,wholesale
Bajra,2016,Kharif     ,Karnataka,161093.08,139283.19,4.31,54396.95,69148.56,30777.8,45465.63,20923.48,98532.88,8.33,0.86,78.67,retail
Bajra,2016,Summer     ,Karnataka,66988.93,65876.41,0.56,41073.8,93736.76,72819.82,39900.58,33857.11,14325.65,13.95,0.98,43.82,direct
Black pepper,2016,Whole Year ,Karnataka,12708.49,273399.61,6.62,33361.4,68191.58,13182.86,22876.86,27831.17,113508.62,10.45,21.51,44.03,wholesale
Cardamom,2016,Whole Year ,Karnataka,30961.92,158558.3,7.19,57848.6,86638.48,47716.94,13472.08,26813.26,23738.92,9.41,5.12,66.77,retail
Cashewnut,2016,Whole Year ,Karnataka,57806.92,169902.07,7.15,57441.12,84944.53,68039.97,71332.7,68001.8,99228.63,13.88,2.94,67.62,direct
Castor seed,2016,Kharif     ,Karnataka,174918.71,237660.06,0.57,35221.18,78487.41,71701.16,58437.93,56181.17,28394.7,13.16,1.36,44.87,wholesale
Coconut ,2016,Whole Year ,Karnataka,86282.04,223089.18,9.8,22880.67,87592.8,61780.94,55821.71,38948.67,76247.2,12.82,2.59,26.12,retail
Coriander,2016,Whole Year ,Karnataka,64537.1,17294.57,7.67,42714.93,97694.12,48625.35,16768.02,19295.3,99293.08,8.77,0.27,43.72,direct
Cotton(lint),2016,Kharif     ,Karnataka,66102.42,426468.27,0.41,29133.63,46306.45,24672.38,27020.26,49033.98,17371.2,10.98,6.45,56.62,wholesale
Cotton(lint),2016,Rabi       ,Karnataka,191963.32,40712.02,1,28276.9,65191.24,33218.95,74329.18,75858.07,31050.47,13.54,0.21,43.38,retail
Cowpea(Lobia),2016,Kharif     ,Karnataka,172249.64,111465.21,9.65,23507.12,71193.95,73351.39,28046.05,46972.99,94929.17,13.08,0.65,33.02,direct
Cowpea(Lobia),2016,Rabi       ,Karnataka,67128.86,17336.34,0.83,49658.62,45336.55,66378.77,20856.99,33635.68,98641.73,8.77,0.26,109.53,wholesale
Cowpea(Lobia),2016,Summer     ,Karnataka,88904.18,464111.6,1.49,32454.02,60360.32,45706.85,40561.98,51114.88,99686.23,9.04,5.22,48.39,retail
Dry chillies,2016,Kharif     ,Karnataka,177278.19,435582.96,6.51,46643.66,47307.72,88944.33,28472.85,54201.8,116162.06,9.7,2.46,88.74,direct
Dry chillies,2016,Rabi       ,Karnataka,98519.63,405799.8,0.82,53527.92,44271.75,33151.05,48826.15,8711.8,34332.45,10.95,4.12,108.82,wholesale
Dry chillies,2016,Summer     ,Karnataka,33511.73,203357.31,1.42,22400.6,60982.01,55670.39,69335.1,90410.69,26171.82,10.78,6.07,36.73,retail
Garlic,2016,Whole Year ,Karnataka,135012.46,81175.55,1.41,43150.62,76532.54,62100.46,19946.84,45245.88,82615.47,12.38,0.6,56.38,direct
Ginger,2016,Whole Year ,Karnataka,60132.98,284067.14,5.53,43595.83,49572.53,12758.33,24535.46,33469.18,87013.36,12.31,4.72,79.15,wholesale
Gram,2016,Rabi       ,Karnataka,10754.1,40758.43,7.95,23732.8,51213.25,18310.87,28541.26,80671.04,11273.26,8.35,3.79,46.34,retail
Groundnut,2016,Kharif     ,Karnataka,92118,181818.8,6.43,39583.85,80445.53,46100.57,24953.61,19997.83,59282.64,12.85,1.97,49.21,direct
Groundnut,2016,Rabi       ,Karnataka,160041.21,98251.38,3.38,31513.46,51493.99,71906.26,75211.6,35907.62,11264.56,9.08,0.61,61.2,wholesale
Groundnut,2016,Summer     ,Karnataka,64205.11,289915.47,1.01,31248.07,43533.34,22278.12,83223.42,42365.95,134246.39,12.49,4.52,64.6,retail
Horse-gram,2016,Kharif     ,Karnataka,69388.34,460276.75,1.22,57954.51,57605.99,49888.36,41579.14,49460.85,58309.55,15.21,6.63,90.54,direct
Horse-gram,2016,Rabi       ,Karnataka,15677.75,60890.23,5.56,51949.3,79604.55,37664.6,78511.43,90105.96,28842,11,3.88,65.26,wholesale
Jowar,2016,Kharif     ,Karnataka,33967.07,269686.36,4.71,49344.69,62242.04,19786.35,21895.96,33252.44,19254.95,9.32,7.94,71.35,retail
Jowar,2016,Rabi       ,Karnataka,186247.66,407885.6,2.01,37539.85,77692.32,63423.27,35513.96,9665.31,101883.62,10.23,2.19,43.49,direct
Jowar,2016,Summer     ,Karnataka,10521.57,348329.46,3.86,52588.35,62091.92,15606.81,29769.63,23337.02,53793.78,13.82,33.11,76.22,wholesale
Linseed,2016,Rabi       ,Karnataka,135980.13,382649.86,1.25,42586.3,52805.71,38266.21,65833.66,55333.82,130004.2,11.62,2.81,72.58,retail
Maize,2016,Kharif     ,Karnataka,149578.39,407517.95,9.44,50954.63,65572.44,45036.13,67945.54,59548.32,95001.14,10.38,2.72,69.94,direct
Maize,2016,Rabi       ,Karnataka,69445.6,279759.28,9.88,54068.32,55200,82603.69,52900.45,31360.23,87898.59,15.23,4.03,88.15,wholesale
Maize,2016,Summer     ,Karnataka,143081.88,149782.04,9.63,47170.39,46992.19,16119.99,77605.03,73672.03,22061.72,12.49,1.05,100.38,retail
Mesta,2016,Whole Year ,Karnataka,60745.79,473813.52,0.58,59763.32,34908.39,27444.15,38670.35,27173.71,67587.42,12.76,7.8,154.08,direct
Moong(Green Gram),2016,Kharif     ,Karnataka,183856.87,53075.28,3.41,49353.88,67410.87,44512.58,69679.55,66152.55,69722.19,13.5,0.29,73.21,wholesale
Moong(Green Gram),2016,Rabi       ,Karnataka,182505.15,413990.33,4.24,55416.38,73832.11,50762.63,16958.15,46803.93,143483.72,14.77,2.27,67.55,retail
Moong(Green Gram),2016,Summer     ,Karnataka,130963.73,348870.81,1.63,22162.07,48216.12,83247.79,57846.12,7695.17,39954.66,9.4,2.66,41.37,direct
Niger seed,2016,Kharif     ,Karnataka,29516.47,65660.65,1.75,45945.05,47753.1,33966.23,18805.3,77392.56,76803.05,8.47,2.22,96.21,wholesale
Onion,2016,Kharif     ,Karnataka,104935.39,373073.65,7.52,38990.08,50012.92,22998.52,36388.03,59547.06,107043.1,13.16,3.56,70.16,retail
Onion,2016,Rabi       ,Karnataka,135047.41,30283.31,0.81,36940.83,56714.79,67478.13,41307.22,45609.78,46688.1,10.8,0.22,65.13,direct
Onion,2016,Summer     ,Karnataka,25005.11,448139.81,9.55,21811.72,49998.66,25906.22,20732.23,8429.19,19384.37,9.13,17.92,39.26,wholesale
Other  Rabi pulses,2016,Rabi       ,Karnataka,113421.88,471332.72,1.56,25932.27,43216.26,47282.96,55761.23,19868.18,71797.7,12.74,4.16,54.01,retail
Other Kharif pulses,2016,Kharif     ,Karnataka,117782.7,480244.07,3.82,59531.03,62232.01,18990.54,86158.24,51426.33,139773.22,9.18,4.08,86.09,direct
Potato,2016,Kharif     ,Karnataka,127212.01,257910.7,5.72,58428.36,39293.04,55742.59,63276.64,13143.76,143528.28,12.12,2.03,133.83,wholesale
Potato,2016,Rabi       ,Karnataka,175109.4,448251.96,6.23,20745.04,66861.99,41993.14,37238.96,38416.42,142750.32,13.5,2.56,27.92,retail
Potato,2016,Summer     ,Karnataka,34934.42,472906.79,4.43,25575.61,74492.43,30927.9,76845.63,6971.79,104134.21,15.05,13.54,30.9,direct
Ragi,2016,Kharif     ,Karnataka,81426.15,61456.76,4.07,34054.52,95085.59,33765.67,13420.79,84509.07,87354.35,11.42,0.75,35.81,wholesale
Ragi,2016,Rabi       ,Karnataka,24560.41,445650.41,9.44,38188.77,41558.05,28402.2,78929.16,13578.88,107686.14,9.52,18.15,82.7,retail
Ragi,2016,Summer     ,Karnataka,147246.15,47337.77,0.47,58733.44,97049.17,42905.78,65847.78,74975.4,11668.51,11.47,0.32,60.52,direct
Rapeseed &Mustard,2016,Kharif     ,Karnataka,123191.64,439943.02,5.09,47560.52,46036.11,45928.53,32114.54,45300.53,36376.55,12.72,3.57,92.98,wholesale
Rice,2016,Kharif     ,Karnataka,91348.5,447260.92,7.11,25078.87,39420.61,90933.44,27483.33,21662.54,125300.32,10.1,4.9,57.26,retail
Rice,2016,Rabi       ,Karnataka,58185.49,425434.42,6.4,29709.74,34629.98,13695.67,71726.84,58193.15,67532.82,14.63,7.31,77.21,direct
Rice,2016,Summer     ,Karnataka,56140.53,217697.31,5.26,38855.94,87228.83,76397.3,44437.06,26262.26,23766.8,13.64,3.88,44.54,wholesale
Safflower,2016,Rabi       ,Karnataka,32552.21,359999.67,7.65,42924.83,35271.99,59256.9,77496.66,26126.26,22891.92,9.25,11.06,109.53,retail
Sannhamp,2016,Whole Year ,Karnataka,116353.28,453350.46,0.87,50018.39,56394.8,72283.45,26632.4,51335.69,50129.06,10.23,3.9,79.82,direct
Sesamum,2016,Kharif     ,Karnataka,103079.62,105885.14,2.6,38841.9,94283.06,68406.05,36627.16,35616.07,48733.27,11.81,1.03,41.2,wholesale
Small millets,2016,Kharif     ,Karnataka,98578.61,424351.99,4.32,27611.04,64611.26,60874.33,59275.56,46165.08,61074.67,11.86,4.3,38.46,retail
Soyabean,2016,Kharif     ,Karnataka,67804.7,155882.48,9.94,49481.05,54580.65,79408.46,36905.17,40356.58,87103.14,9.85,2.3,90.66,direct
Sugarcane,2016,Whole Year ,Karnataka,48321.97,29011.56,7.62,34638.18,93096.3,34752.53,38801.14,73020.67,30404.08,8.89,0.6,37.21,wholesale
Sunflower,2016,Kharif     ,Karnataka,130426.16,50258.02,4.46,37932.32,76158.88,21929.86,42780.03,37762.85,70816.15,10.11,0.39,49.81,retail
Sunflower,2016,Rabi       ,Karnataka,110493.14,463032.62,8.67,28650.15,60224.72,24265.41,53714.85,56231.41,55267.41,10.56,4.19,42.81,direct
Sunflower,2016,Summer     ,Karnataka,14541.52,198820.54,5.43,38078.51,99353.48,47253.44,34469.05,48512.81,62706.95,12.73,13.67,38.33,wholesale
Sweet potato,2016,Whole Year ,Karnataka,133369.4,293433.35,4.72,54685.51,42353.76,95985.17,37116.37,42268.81,92716.57,12.29,2.2,116.2,retail
Tapioca,2016,Whole Year ,Karnataka,82072.3,47953.57,3.07,33073.36,74166.25,69108.98,17667.17,72049.5,32253.33,13.67,0.58,44.59,direct
Tobacco,2016,Whole Year ,Karnataka,119913.82,35322.94,9.23,45203.94,65549.28,23321.89,33385.8,73952.24,45448.2,12.52,0.29,68.96,wholesale
Turmeric,2016,Whole Year ,Karnataka,57589.46,188292.79,4.27,45966.68,49962.88,73968.36,12268.7,73233.1,41432.38,9.02,3.27,92,retail
Urad,2016,Kharif     ,Karnataka,78138.83,484911.15,9.54,49872.94,49216.43,83250.39,38813.15,45008.59,102563.02,11.02,6.21,91.2,direct
Urad,2016,Rabi       ,Karnataka,16306.76,481565.38,2.94,54771.53,43970.94,92808.93,51981.19,23297.54,77180.54,12.59,29.53,112.11,wholesale
Urad,2016,Summer     ,Karnataka,77344.75,254856.11,9.19,52696.54,51508.96,72605.83,77898.97,7623.6,111836.37,11.83,3.3,92.08,retail
Wheat,2016,Rabi       ,Karnataka,132639.94,470762.36,7.87,26209.13,43131.28,22153.22,34238.73,24598.15,35264.86,11.71,3.55,54.69,direct
Arecanut,2016,Whole Year ,Kerala,173198.73,29685.48,2.51,32114.17,44038.83,71345.61,48576.55,76667.01,40070.15,9.23,0.17,72.92,wholesale
Arhar/Tur,2016,Whole Year ,Kerala,99420.65,175823.82,0.58,51359.22,95015.97,36272.81,35724.97,27564.76,11745.43,9.4,1.77,54.05,retail
Banana,2016,Whole Year ,Kerala,172951.58,218194.66,7.97,36637.48,50922.79,22914.07,64015.14,10030.62,91998.66,8.31,1.26,71.95,direct
Black pepper,2016,Whole Year ,Kerala,174630.69,479609.59,1.52,40722.61,66120.86,61590.88,51840.54,47186.07,130037.79,14.25,2.75,55.43,wholesale
Cardamom,2016,Whole Year ,Kerala,20788.9,181916.54,4.59,40814.05,82542.36,51143.91,39515.41,92629.97,11298.14,11.23,8.75,49.45,retail
Cashewnut,2016,Whole Year ,Kerala,16398.66,42246.08,8.88,21674.38,40401.43,17108.02,48322.13,12978.5,87338.67,13.27,2.58,53.65,direct
Coconut ,2016,Whole Year ,Kerala,199983.4,489587.19,2.14,45395.76,63993.55,86020.21,37526.28,32180.4,65674.46,14.27,2.45,63.84,wholesale
Cotton(lint),2016,Whole Year ,Kerala,109944.18,39544.67,0.59,39877.78,48750.31,31638.23,40381.33,59492.58,26913.4,12.62,0.36,81.8,retail
Garlic,2016,Whole Year ,Kerala,187825.49,261085.41,6.29,55443.57,48662.37,53933.07,43714.51,44458.04,47983.02,10.62,1.39,102.54,direct
Ginger,2016,Whole Year ,Kerala,197860.77,329417.91,2.6,25779.2,58124.68,72126.76,18764.47,7557.17,128421.75,12.35,1.66,39.92,wholesale
Groundnut,2016,Whole Year ,Kerala,65769.49,389649.38,4.76,40562.01,55901.57,80758.23,85554.78,44492.59,46306.89,10.86,5.92,65.3,retail
Jowar,2016,Whole Year ,Kerala,67836.1,154794.48,0.99,46772.51,50313.37,71876.39,13165.48,75509.29,85748.67,8.81,2.28,92.96,direct
Maize,2016,Whole Year ,Kerala,164255.7,377961.29,2.33,36707,65528,76435.69,74003.6,20950.94,46353.95,12.07,2.3,50.42,wholesale
Onion,2016,Whole Year ,Kerala,76818.49,87377.73,8.07,50970.94,87750.94,25546.62,73284.45,39977.11,44913.75,12.04,1.14,58.09,retail
Other Kharif pulses,2016,Kharif     ,Kerala,133127.94,48769.12,9.99,59577.26,69616.66,23597.29,56448.85,83624.42,66359.07,8.09,0.37,85.58,direct
Potato,2016,Whole Year ,Kerala,77583.97,316504.01,9.49,41891.75,34576.56,81512.74,48912.33,57447.28,35637.28,13.33,4.08,109.04,wholesale
Ragi,2016,Whole Year ,Kerala,110858.5,284485.04,7.27,32295.33,41108.33,18633.65,59355.24,55350.28,134556.54,14.25,2.57,70.71,retail
Rice,2016,Autumn     ,Kerala,114608.74,101544.61,1.75,56943.66,55761.86,39125.74,68183.67,77176.49,80062.77,9.52,0.89,102.12,direct
Rice,2016,Summer     ,Kerala,112008.56,483263.36,7.72,52434.85,80520.23,83560.61,20093.88,15005.19,77926.17,14.32,4.31,58.61,wholesale
Rice,2016,Winter     ,Kerala,131165.07,171567.96,7.87,59333.01,92996.3,45109.84,19927.47,26946.89,93649.14,9.32,1.31,63.8,retail
Sesamum,2016,Whole Year ,Kerala,162024.59,63968.6,3.83,41414.79,56081.4,34026.03,53575.76,62180.34,71009.74,13.2,0.39,73.85,direct
Small millets,2016,Whole Year ,Kerala,196061.07,445671.41,2.67,56407.72,71833.77,68586.26,34573.79,47418.5,111615.55,14.18,2.27,70.67,wholesale
Sugarcane,2016,Whole Year ,Kerala,131492.96,323671.89,6.77,59520.04,71007.93,72978.14,56949.6,57289.14,118061.25,12.26,2.46,75.44,retail
Sweet potato,2016,Whole Year ,Kerala,143562.08,279629.79,9.87,48070.7,46362.29,44878.49,75348.48,53921.51,95209.26,9.5,1.95,93.32,direct
Tapioca,2016,Whole Year ,Kerala,15065.59,96310.8,5.96,58428.13,64416.76,39677.53,55739.67,10120.28,28207.71,13.29,6.39,90.7,wholesale
Tobacco,2016,Whole Year ,Kerala,177768.41,307565.07,4.04,30592.51,49822.83,81486.97,13927.06,37513.75,77348.49,12.12,1.73,55.26,retail
Turmeric,2016,Whole Year ,Kerala,68699.21,304875.2,3.56,30482.31,77157.52,33087.59,85401.82,29401.09,69888.42,10.83,4.44,35.56,direct
Wheat,2016,Whole Year ,Kerala,195364.56,415798.9,1.08,35065.9,52542.54,90657.38,33129.37,24824.4,15183.92,12.42,2.13,60.06,wholesale
Arecanut,2016,Whole Year ,Tamil Nadu,66471.82,260578.3,6.75,55379.24,66975.12,89070.88,12334.62,51720.2,44460.02,11.42,3.92,74.42,retail
Arhar/Tur,2016,Kharif     ,Tamil Nadu,79041.07,448539.1,7.82,22655.86,59761.44,92041.31,38637.18,37942.48,27725.67,13.94,5.67,34.12,direct
Bajra,2016,Kharif     ,Tamil Nadu,125778.47,54531.32,9.4,23935.95,89792.18,53480.94,33594.55,83415.87,10527.4,9.7,0.43,26.66,wholesale
Bajra,2016,Rabi       ,Tamil Nadu,92080.07,60586.59,2.82,34383.35,69445.18,45185.03,20599.79,48128.05,63846.29,11.02,0.66,49.51,retail
Banana,2016,Whole Year ,Tamil Nadu,161697.65,385199.17,6.76,57174.27,65717.24,89541.11,41959.97,54983.29,27884.76,11.27,2.38,78.3,direct
Black pepper,2016,Whole Year ,Tamil Nadu,92439.57,100022.49,3.85,52674.16,49971.31,65572.77,16517.78,94861.65,33406.61,12.38,1.08,105.41,wholesale
Cardamom,2016,Whole Year ,Tamil Nadu,193210.93,431181.37,7.67,44513.25,76895.46,13684.77,42941.89,27665.37,16526.1,12.09,2.23,52.1,retail
Cashewnut,2016,Whole Year ,Tamil Nadu,181054.82,470658.84,8.11,43353.8,45355.62,66457.14,70158.71,17228.87,136924.29,14.76,2.6,86.03,direct
Castor seed,2016,Kharif     ,Tamil Nadu,47022.78,145039.65,2.13,28497.73,93075.12,14075.52,56711.86,12425.39,49365.29,12.4,3.08,30.62,wholesale
Coconut ,2016,Whole Year ,Tamil Nadu,122744.29,214684.21,9.43,21576.79,40832.18,61147.99,16479.76,63164.1,73606.04,8.91,1.75,52.84,retail
Coriander,2016,Whole Year ,Tamil Nadu,38853.15,212070.34,3.27,41720.67,45913.88,39539.3,10986.68,79950.99,48060.43,11.81,5.46,90.87,direct
Cotton(lint),2016,Kharif     ,Tamil Nadu,114848.06,327248.52,8.99,48688.43,66036.32,82337.91,24412.2,34913.06,115973.55,14.69,2.85,66.36,wholesale
Cotton(lint),2016,Rabi       ,Tamil Nadu,52379.72,371563.89,5.05,40883.29,45931.41,88200.01,23975.41,45990.44,94531.36,9.93,7.09,80.11,retail
Dry chillies,2016,Whole Year ,Tamil Nadu,52158.26,306903.57,1.5,39590.56,61717.8,68016.73,70700.79,11790.28,80925.94,10.71,5.88,57.73,direct
Garlic,2016,Whole Year ,Tamil Nadu,157294.95,442350.65,6.05,34200.75,44367.86,25224.55,72066.28,23990.34,136913.79,9.58,2.81,69.38,wholesale
Ginger,2016,Whole Year ,Tamil Nadu,104465.42,136487.5,7.96,39864.9,94664.78,72900.89,30793.35,86630.23,48625.93,9.25,1.31,42.11,retail
Gram,2016,Rabi       ,Tamil Nadu,27686.71,197509.15,8.18,42769.87,58719.44,73940.56,67226.24,75277.64,22700.49,10.53,7.13,72.84,direct
Groundnut,2016,Kharif     ,Tamil Nadu,43911.13,373083.44,2.42,50287.7,53540.55,50082.01,56593.62,26878.59,129117.89,11.54,8.5,84.53,wholesale
Groundnut,2016,Rabi       ,Tamil Nadu,10106.92,412567.82,7.99,25756.25,63202.77,96615.46,11438.04,34854.71,53676.34,12.37,40.82,36.68,retail
Horse-gram,2016,Kharif     ,Tamil Nadu,149039.78,399928.32,6.27,22955.05,74102.86,33763.11,64377.2,8058.97,69465.73,13.74,2.68,27.88,direct
Horse-gram,2016,Rabi       ,Tamil Nadu,133504.17,85087.85,3.04,40473.18,78697.45,46137.63,75747.14,61145.08,31206.96,10.16,0.64,51.43,wholesale
Jowar,2016,Kharif     ,Tamil Nadu,96908.33,111003.07,2.22,43667.75,87427.57,65776.26,35058.8,39230.12,49122,9.65,1.15,49.95,retail
Jowar,2016,Rabi       ,Tamil Nadu,83557.65,180430.24,9.62,52420.8,97477.79,59731.59,24121.17,89457.11,25133.95,13.64,2.16,53.78,direct
Maize,2016,Kharif     ,Tamil Nadu,92100.52,320369.64,0.42,21625.56,40217.62,23363.75,36473.9,22179.17,101654.14,15.27,3.48,48.39,wholesale
Maize,2016,Rabi       ,Tamil Nadu,138530.46,37624.96,2.13,20699.67,87121.11,52526.88,66088.08,70795.59,60920.83,13.05,0.27,23.76,retail
Moong(Green Gram),2016,Kharif     ,Tamil Nadu,178811.14,321676.93,9.3,22894.26,75587.62,63117.34,77300.88,17085.46,98181.29,13.58,1.8,27.26,direct
Moong(Green Gram),2016,Rabi       ,Tamil Nadu,29348.9,126960.06,3.3,58196.52,92673.97,53966.75,70235.02,20892.78,31395.35,9.63,4.33,62.8,wholesale
Onion,2016,Kharif     ,Tamil Nadu,197753.61,412591.53,8.1,47541.52,61818.24,46083.21,35269.57,22448.1,89618.34,12.04,2.09,69.21,retail
Onion,2016,Rabi       ,Tamil Nadu,109016.71,244036.34,9.59,29047.9,43312.08,56980.33,44899.32,10240.24,66555.59,12.03,2.24,67.07,direct
Other Cereals,2016,Kharif     ,Tamil Nadu,109399.62,286337.36,9.86,42303.81,70093.45,91260.54,84521.75,33048.35,57979.33,14.16,2.62,54.32,wholesale
Other Cereals,2016,Rabi       ,Tamil Nadu,119485.78,168256.63,6.91,42931.42,90976.71,57361.04,76854.47,28199.44,26856.73,11.39,1.41,47.19,retail
Potato,2016,Kharif     ,Tamil Nadu,129108.6,321421.47,7.41,45395.77,40192.19,70898.87,19462.36,30232.42,35265.75,15.43,2.49,101.65,direct
Potato,2016,Rabi       ,Tamil Nadu,48806.98,222046.48,9.67,54101.7,95229.86,79385.21,12923.38,83101.37,68246.6,10.65,4.55,56.81,wholesale
Ragi,2016,Kharif     ,Tamil Nadu,66473.63,353597.64,5.03,21133.92,44793.3,25950.21,25968.62,50248.32,38846.28,14.33,5.32,42.46,retail
Ragi,2016,Rabi       ,Tamil Nadu,123218.79,335363.47,1.53,49976.13,63245.58,23813.46,38407.75,63853.09,110237.15,10.75,2.72,71.12,direct
Rapeseed &Mustard,2016,Rabi       ,Tamil Nadu,123348.89,18595.72,8.39,31340.32,59619.07,14678.38,47136.68,49645.1,27129.37,8.26,0.15,52.57,wholesale
Rice,2016,Kharif     ,Tamil Nadu,65723.36,340407.16,6.44,39737.25,70387.86,28512.21,72783.4,48348.56,100175.21,10.49,5.18,50.81,retail
Sesamum,2016,Kharif     ,Tamil Nadu,193709.33,63627.76,0.6,41528.08,45884.47,61809.75,64141.04,46395.11,25167.86,13.48,0.33,90.51,direct
Sesamum,2016,Rabi       ,Tamil Nadu,195593.16,135419.61,1.57,48331.04,80082.7,78172.38,73170.59,84859.41,83408.97,13.83,0.69,60.35,wholesale
Small millets,2016,Kharif     ,Tamil Nadu,147629.8,318672.32,1.28,51783.89,58841.52,58794.81,12024.45,40848.42,103932.2,9.45,2.16,79.21,retail
Small millets,2016,Rabi       ,Tamil Nadu,151412.85,201232.84,2.97,46192.55,67602,77389.83,12089.74,59039.19,43652.98,8.48,1.33,68.33,direct
Sugarcane,2016,Whole Year ,Tamil Nadu,151189.17,89878.89,6.75,47394.89,94028.88,23421.92,47398.41,53303.11,35492.19,12.34,0.59,50.4,wholesale
Sunflower,2016,Kharif     ,Tamil Nadu,123958.36,399200.41,1.11,29900.13,71664.91,29479.11,43263.74,45572.74,38941.78,13.37,3.22,37.55,retail
Sunflower,2016,Rabi       ,Tamil Nadu,184431.98,273399.37,8.49,29258.48,45756.45,92654.24,50920.1,54213.32,136063.91,10.88,1.48,57.55,direct
Sweet potato,2016,Whole Year ,Tamil Nadu,73219.6,250752.64,9.68,21389.61,40869.76,75167.11,66552.27,69633.09,32604.92,8.56,3.42,52.34,wholesale
Tapioca,2016,Whole Year ,Tamil Nadu,11625.59,211888.41,8.33,45409.71,51986.31,66087.57,29694.92,54752.21,99669.29,13,18.23,87.35,retail
Tobacco,2016,Whole Year ,Tamil Nadu,176836.51,295165.28,4.96,34815.02,63285.19,15747.12,41904.49,60838.27,117147.61,14.13,1.67,49.51,direct
Turmeric,2016,Whole Year ,Tamil Nadu,180245.99,396334.43,9.62,35337.41,67733.96,54037.33,66113.77,60002.25,82282.26,12.36,2.2,46.95,wholesale
Urad,2016,Kharif     ,Tamil Nadu,99376.65,110280.44,5.29,24323.22,80918.61,13124.75,36103.42,53806.84,81524.18,13.33,1.11,30.06,retail
Urad,2016,Rabi       ,Tamil Nadu,57647.15,147040.28,0.92,25886.66,60267.15,23268.18,25527.98,35395.33,48750.83,10.11,2.55,42.95,direct
Arhar/Tur,2016,Kharif     ,Arunachal Pradesh,127304.24,141882.51,2.5,58238.73,88089.46,58185.7,72084.71,22630.66,39368.58,8.55,1.11,66.11,wholesale
Dry chillies,2016,Whole Year ,Arunachal Pradesh,113038.02,291487.1,7.28,24098.69,35034.69,23114.52,13049.35,17601.27,120681.78,10.77,2.58,61.91,retail
Ginger,2016,Whole Year ,Arunachal Pradesh,78937.2,250742.85,0.51,54506,59482.26,67530.73,72723.28,76726.91,31062.6,9.25,3.18,91.63,direct
Groundnut,2016,Kharif     ,Arunachal Pradesh,19641.46,382291.42,9.18,53392.14,42940.11,78343.45,63071.85,47066.12,46481.41,11.1,19.46,111.91,wholesale
Maize,2016,Kharif     ,Arunachal Pradesh,89565.19,65180.88,5.44,39201.94,52105.1,70459.17,29121.41,12974.57,25973.2,13.26,0.73,75.24,retail
Masoor,2016,Rabi       ,Arunachal Pradesh,156481.43,86697.28,2.49,24832.15,70101.61,22524.79,65909.14,81928.56,45737.41,12.4,0.55,35.42,direct
